hhsize97,yycali,pobre,mpcalif,vilcount,vilcountpoor,numunder15,rightagetotal,rightageshare,rightagepoortotal,rightagepoorshare,rightageattend97total,rightageattend97share,rightageattend97poortotal,rightageattend97poorshare,fatherathome,motherathome,fatherlit,motherlit,fatherschool,motherschool,minprimtotal,minprimtotal15to20,minprimtotal21to30,minprimshare,minprimshare15to20,minprimshare21to30,minprimtotalpoor,minprimtotal15to20poor,minprimtotal21to30poor,minprimsharepoor,minprimshare15to20poor,minprimshare21to30poor,fatherminprim,motherminprim,minsectotal,minsectotal15to20,minsectotal21to30,minsecshare,minsecshare15to20,minsecshare21to30,minsectotalpoor,minsectotal15to20poor,minsectotal21to30poor,minsecsharepoor,minsecshare15to20poor,minsecshare21to30poor,fatherminsec,motherminsec,minhightotal,minhightotal15to20,minhightotal21to30,minhighshare,minhighshare15to20,minhighshare21to30,minhightotalpoor,minhightotal15to20poor,minhightotal21to30poor,minhighsharepoor,minhighshare15to20poor,minhighshare21to30poor,verypoor,poor,notrich,goodatschool,cansec,canfurther,canhigh,canuni,desgirlsec,desgirlfurther,desgirlhigh,desgirluni,desboysec,desboyfurther,desboyhigh,desboyuni,breakfast,whynobreakfast,talkwithteacher,whytalkwithteacher,guardian,schoolwork,problemdiscipline,problemteachers,problemcommunication,problemteachattendance,teacherprepared,teacherfulfilled,teacherpunctual,teacherpatient,helpsibgirl,helpsibboy,helpworkgirl,helpworkboy,earnmongirl,earnmonboy,weekexp1,weekexp2,weekexp3,weekexp4,weekexp5,monthexp1,monthexp2,monthexp3,sixmonthexp1,sixmonthexp2,sixmonthexp3,sixmonthexp4,sixmonthexp5,sixmonthexp6,sixmonthexp7,sixmonthexp8,sixmonthexp9,sixmonthexp10,sixmonthexp11,sixmonthexp12,spendmoreon1,spendmoreon2,spendmoreon3,spendmoreon4,spendmoreon5,spendmoreon6,spendmoreon7,spendmoreon11,spendmoreon12,spendmoreon14,pcexp,lnpcexp,delegate,subdelegate,commissioner,commissary,devcommittee,healthcommittee,educommittee,agricommittee,DICONSA,prodcoop,church,politorga,parentassoc,commassembly,NGO,commwork,watersource,trash,allelectric,partselectric,partsewers,phone,numberpreschools,numberprimschools,numbertelesecondaria,primeactivity,secondactivity,thirdactivity,childlabor,avchildwage,ttprivsec,ttpubsec,tttelesec,ttclosestsec,ttCONALEP,ttCETA,ttCETIS,ttCEBTA,ttCEBTIS,ttprivhigh,ttpubhigh,ttclosesthigh,indloc,indice,grado,female,age97,attend97,attend98,treatment,highschool,highschool03,highschool03fin,moneyreason,otherreason,missing03
10,539,Pobre,3.66,203,161,8,11,.054187194,8,.049689442,1,.0049261083,1,.0062111802,1,1,1,1,1,1,54,54,54,.26600984,1.6363636,2.347826,39,39,39,.24223602,1.6956521,2.4375,0,0,4,4,4,.019704433,.12121212,.17391305,3,3,3,.018633541,.13043478,.1875,0,0,1,1,1,.0049261083,.030303031,.043478262,0,0,0,0,0,0,1,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,,1,1,1,1,1,1,1,2,2,2,6,6,10,10,,15,0,30,0,0,0,100,500,200,9999,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,94.439888,4.5479636,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,4,1,1,1,0,1,1,1,0,1,99,99,0,0,,,.75,.75,,,,,,,,,0,.5805900000000001,5,0,13,1,,0,0,0,0,1,0,0
8,589,Pobre,3.86,67,30,6,0,0,0,0,0,0,0,0,1,1,0,1,0,1,16,16,16,.23880596,2.2857144,2,2,2,2,.06666667,,.5,0,0,7,7,7,.10447761,1,.875,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.54477,5.0723248,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,3,1,1,0,0,0,1,0,1,99,99,0,0,.25,,,.25,,,,,.25,.25,,.25,0,.97421,5,0,12,1,,1,0,1,0,1,0,0
6,820.5,No Pobre,3.12,187,41,3,6,.03208556,1,.024390243,2,.010695187,0,0,1,1,1,1,1,1,52,52,52,.27807486,1.8571428,1.5757576,3,3,3,.073170729,,.42857143,0,0,16,16,16,.085561499,.5714286,.4848485,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,12,16,11,13,18,13,0,0,0,0,0,50,150,20,90,0,100,120,0,0,150,100,50,0,0,50,2,0,0,0,0,0,0,3,0,1,88.652214,4.4847212,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,2,0,1,99,99,0,0,,,,,,,,,,,,,0,.00728,4,0,12,1,1,0,0,0,0,1,0,0
7,847.5,No Pobre,3.75,187,41,3,6,.03208556,1,.024390243,2,.010695187,0,0,1,1,0,1,0,1,52,52,52,.27807486,1.8571428,1.5757576,3,3,3,.073170729,,.42857143,0,0,16,16,16,.085561499,.5714286,.4848485,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,2,1,1,1,1,9,9,13,13,20,19,0,70,0,0,0,100,0,0,150,0,100,0,60,60,150,150,40,50,200,150,1,0,0,2,0,0,0,3,0,0,80.125122,4.3835893,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,2,0,1,99,99,0,0,,,,,,,,,,,,,0,.00728,4,0,15,1,1,0,0,0,0,1,0,0
7,847.5,No Pobre,3.75,187,41,3,6,.03208556,1,.024390243,2,.010695187,0,0,1,1,0,1,0,1,52,52,52,.27807486,1.8571428,1.5757576,3,3,3,.073170729,,.42857143,0,0,16,16,16,.085561499,.5714286,.4848485,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,2,1,1,1,1,9,9,13,13,20,19,0,70,0,0,0,100,0,0,150,0,100,0,60,60,150,150,40,50,200,150,1,0,0,2,0,0,0,3,0,0,80.125122,4.3835893,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,2,0,1,99,99,0,0,,,,,,,,,,,,,0,.00728,4,1,13,1,1,0,0,1,1,1,0,0
4,751,Pobre,1.5,384,193,1,14,.036458332,10,.051813472,9,.0234375,7,.03626943,1,1,1,1,1,1,115,115,115,.29947916,2.3469388,2.0535715,44,44,44,.22797927,3.1428571,2,0,0,50,50,50,.13020833,1.0204082,.89285713,16,16,16,.082901552,1.1428572,.72727275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,1,1,2,2,2,1,1,1,1,1,10,12,10,11,15,16,0,0,0,0,25,100,0,0,40,0,0,200,400,200,0,100,200,150,20,100,2,1,0,0,0,0,0,3,0,0,194.28572,5.26933,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,3,99,1,12,,,.33333299,.33333299,2,2,2,2,2,,2.1666667,2.1666667,0,-.23814,4,0,12,1,1,0,0,0,0,1,0,0
10,927,No Pobre,.91,384,193,3,14,.036458332,10,.051813472,9,.0234375,7,.03626943,1,1,1,1,1,1,115,115,115,.29947916,2.3469388,2.0535715,44,44,44,.22797927,3.1428571,2,0,0,50,50,50,.13020833,1.0204082,.89285713,16,16,16,.082901552,1.1428572,.72727275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,,0,,1,1,2,1,1,1,1,2,2,1,12,12,10,10,14,16,0,0,0,0,15,30,0,0,0,0,80,90,0,0,60,60,30,0,0,50,1,2,0,0,0,0,0,3,0,0,308.49597,5.731709,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,3,99,1,12,,,.33333299,.33333299,2,2,2,2,2,,2.1666667,2.1666667,0,-.23814,4,1,12,1,1,0,0,0,0,0,1,0
5,709,Pobre,1.91,384,193,3,14,.036458332,10,.051813472,9,.0234375,7,.03626943,1,1,1,1,1,1,115,115,115,.29947916,2.3469388,2.0535715,44,44,44,.22797927,3.1428571,2,0,0,50,50,50,.13020833,1.0204082,.89285713,16,16,16,.082901552,1.1428572,.72727275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,3,0,,1,1,2,2,2,2,1,1,2,1,9,10,12,12,16,16,0,300,0,0,90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,3,0,0,0,0,0,2,0,186.86314,5.2303767,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,3,99,1,12,,,.33333299,.33333299,2,2,2,2,2,,2.1666667,2.1666667,0,-.23814,4,1,12,1,1,0,0,0,0,0,1,0
10,823,No Pobre,2.51,187,41,5,6,.03208556,1,.024390243,2,.010695187,0,0,1,1,1,0,1,0,52,52,52,.27807486,1.8571428,1.5757576,3,3,3,.073170729,,.42857143,1,0,16,16,16,.085561499,.5714286,.4848485,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,6,10,10,10,13,15,0,150,0,0,0,68,600,0,100,0,300,0,100,0,100,0,0,100,50,50,2,0,1,0,0,0,0,3,0,0,201.07338,5.3036699,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,2,0,1,99,99,0,0,,,,,,,,,,,,,0,.00728,4,1,13,1,1,0,0,,,1,0,1
8,678,Pobre,4.75,1299,904,6,22,.016936105,12,.013274336,14,.010777521,9,.0099557526,1,1,1,1,1,1,220,220,220,.16936104,1.6296296,1.2154696,125,125,125,.13827434,1.5243902,1.0162601,1,1,60,60,60,.046189375,.44444445,.33149171,28,28,28,.030973451,.34146342,.22764228,0,0,8,8,8,.0061585833,.059259258,.044198897,3,3,3,.0033185841,.036585364,.024390243,0,1,1,,0,0,0,0,1,1,1,0,1,0,0,0,0,5,1,1,1,1,2,2,2,2,1,1,1,1,10,10,10,10,15,15,0,0,0,0,12,80,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1,2,3,0,0,0,0,0,0,0,120.03261,4.7877636,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,5,3,1,1,0,1,2,2,0,1,99,99,0,0,2.5,,,2.5,2.5,,,,,2.5,,2.5,1,.6791,5,1,14,1,,1,0,0,0,1,0,0
5,700,Pobre,2.08,1299,904,3,22,.016936105,12,.013274336,14,.010777521,9,.0099557526,1,1,1,1,1,1,220,220,220,.16936104,1.6296296,1.2154696,125,125,125,.13827434,1.5243902,1.0162601,0,0,60,60,60,.046189375,.44444445,.33149171,28,28,28,.030973451,.34146342,.22764228,0,0,8,8,8,.0061585833,.059259258,.044198897,3,3,3,.0033185841,.036585364,.024390243,0,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.992638,4.2903585,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,5,3,1,1,0,1,2,2,0,1,99,99,0,0,2.5,,,2.5,2.5,,,,,2.5,,2.5,1,.6791,5,0,14,1,,1,1,,,0,0,1
6,850,No Pobre,2.64,211,158,2,5,.023696683,3,.018987341,4,.018957347,2,.012658228,1,1,1,1,1,1,54,54,54,.25592417,2.0769231,2.4545455,33,33,33,.20886075,2.3571429,1.8333334,1,1,6,6,6,.028436018,.23076923,.27272728,1,1,1,.0063291141,.071428575,.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,5,1,1,2,1,2,2,2,2,1,1,1,1,12,12,12,12,18,18,5,10,0,0,0,15,90,5,0,0,100,0,0,0,0,0,20,20,35,20,1,3,2,0,0,0,0,0,0,0,75.476189,4.3238173,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,2,1,0,1,0,0,1,1,0,1,99,99,0,0,,.33333299,,.33333299,1.75,,,,,1,,1,0,.35475,5,1,12,1,1,1,1,0,0,0,0,0
4,803,No Pobre,1.43,440,116,1,7,.015909091,3,.02586207,5,.011363637,2,.017241379,1,1,1,1,1,1,141,141,141,.32045454,3.2045455,2.7115386,42,42,42,.36206895,3.2307692,3,1,1,58,58,58,.13181818,1.3181819,1.1153846,11,11,11,.094827585,.84615386,.78571427,1,0,2,2,2,.0045454544,.045454547,.03846154,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,,1,2,1,1,2,2,2,1,1,1,1,2,12,12,15,15,18,18,0,60,0,0,10,30,0,0,90,0,0,100,200,150,0,90,60,150,100,80,0,3,0,0,0,2,1,0,0,0,313.55908,5.7479877,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,2,2,0,1,0,1,1,1,1,1,99,99,1,15,,,.33333299,.33333299,,,,,,,,,0,-.13656,4,0,13,1,1,0,0,0,0,1,0,0
3,761,No Pobre,2.83,440,116,2,7,.015909091,3,.02586207,5,.011363637,2,.017241379,0,1,,1,,1,141,141,141,.32045454,3.2045455,2.7115386,42,42,42,.36206895,3.2307692,3,,0,58,58,58,.13181818,1.3181819,1.1153846,11,11,11,.094827585,.84615386,.78571427,,0,2,2,2,.0045454544,.045454547,.03846154,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,12,13,14,15,16,0,0,0,0,12,25,0,0,15,0,0,0,0,0,20,30,40,0,150,150,1,3,2,0,0,0,0,0,0,0,326.90201,5.7896605,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,2,2,0,1,0,1,1,1,1,1,99,99,1,15,,,.33333299,.33333299,,,,,,,,,0,-.13656,4,1,13,1,1,0,1,,,0,0,1
6,664,Pobre,1.64,440,116,3,7,.015909091,3,.02586207,5,.011363637,2,.017241379,1,1,1,1,1,1,141,141,141,.32045454,3.2045455,2.7115386,42,42,42,.36206895,3.2307692,3,0,1,58,58,58,.13181818,1.3181819,1.1153846,11,11,11,.094827585,.84615386,.78571427,0,0,2,2,2,.0045454544,.045454547,.03846154,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,10,10,12,12,15,15,0,40,0,0,25,60,0,0,40,0,60,80,90,120,90,60,20,90,200,0,2,0,3,0,1,0,0,0,0,0,319.48248,5.7667027,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,2,2,0,1,0,1,1,1,1,1,99,99,1,15,,,.33333299,.33333299,,,,,,,,,0,-.13656,4,1,12,1,1,0,0,0,0,1,0,0
5,770,No Pobre,2.6,440,116,1,7,.015909091,3,.02586207,5,.011363637,2,.017241379,1,1,1,1,1,1,141,141,141,.32045454,3.2045455,2.7115386,42,42,42,.36206895,3.2307692,3,0,1,58,58,58,.13181818,1.3181819,1.1153846,11,11,11,.094827585,.84615386,.78571427,0,0,2,2,2,.0045454544,.045454547,.03846154,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,12,12,12,12,16,16,0,0,0,0,20,20,0,0,50,0,0,200,200,200,0,150,50,50,200,75,1,0,2,0,3,0,0,0,0,0,325.14285,5.7842646,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,2,2,0,1,0,1,1,1,1,1,99,99,1,15,,,.33333299,.33333299,,,,,,,,,0,-.13656,4,0,12,1,1,0,0,0,0,1,0,0
7,670,Pobre,3.01,440,116,5,7,.015909091,3,.02586207,5,.011363637,2,.017241379,1,1,1,1,1,1,141,141,141,.32045454,3.2045455,2.7115386,42,42,42,.36206895,3.2307692,3,1,1,58,58,58,.13181818,1.3181819,1.1153846,11,11,11,.094827585,.84615386,.78571427,1,0,2,2,2,.0045454544,.045454547,.03846154,0,0,0,0,0,0,0,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.66441,5.5161042,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,2,2,0,1,0,1,1,1,1,1,99,99,1,15,,,.33333299,.33333299,,,,,,,,,0,-.13656,4,1,12,1,,0,1,1,0,0,0,0
10,747,Pobre,3.78,172,99,8,8,.046511628,6,.060606062,5,.029069768,4,.04040404,1,1,1,1,1,1,39,39,39,.22674419,2.0526316,1.6956521,18,18,18,.18181819,2.25,1.8,1,0,13,13,13,.075581394,.68421054,.56521738,3,3,3,.030303031,.375,.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,13,8,13,14,14,0,0,0,0,0,10,80,800,0,0,0,200,0,0,0,0,0,0,20,60,1,0,2,0,0,0,0,3,0,0,135.21568,4.9068713,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,2,2,0,0,0,1,1,1,0,1,99,99,1,13,,1,,1,,,,,,,,,0,.38605,5,0,12,1,1,1,0,0,0,0,1,0
9,803.75,No Pobre,4.46,186,102,5,3,.016129032,1,.0098039219,3,.016129032,1,.0098039219,1,1,1,0,1,1,60,60,60,.32258064,2.4000001,2.5,29,29,29,.28431374,1.9333333,2.6363637,0,0,19,19,19,.10215054,.75999999,.79166669,5,5,5,.049019609,.33333334,.45454547,0,0,5,5,5,.026881721,.2,.20833333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,1,1,1,1,1,7,7,8,8,10,10,0,300,0,0,20,100,200,800,0,0,0,0,0,60,200,100,30,140,120,75,1,0,2,0,0,0,0,0,3,0,58.124596,4.0625887,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,1,0,9,99,99,0,0,,,1,1,,,,,,,,,1,.96348,5,0,15,1,1,1,1,1,1,0,0,0
9,783,No Pobre,1.68,230,161,3,12,.052173913,7,.043478262,7,.030434782,4,.024844721,1,1,1,0,1,1,65,65,65,.28260869,2.0967741,1.7105263,38,38,38,.23602484,2.2352941,1.5833334,1,0,12,12,12,.052173913,.38709676,.31578946,3,3,3,.018633541,.17647059,.125,0,0,3,3,3,.013043478,.096774191,.078947365,2,2,2,.01242236,.11764706,.083333336,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,1,1,8,8,10,10,13,13,0,0,0,0,0,60,10,0,60,0,0,60,0,0,60,30,0,35,0,20,2,0,0,0,0,0,0,3,0,1,80.56498,4.3890638,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,2,0,1,0,0,1,1,0,1,5,7,0,0,,1,,1,,,,,.41666666,,1,1,0,-.47981,4,0,15,1,1,1,1,1,1,0,0,0
9,518.5,Pobre,4.24,125,84,6,8,.064000003,7,.083333336,5,.039999999,4,.047619049,1,1,0,0,0,0,35,35,35,.28,2.1875,1.75,19,19,19,.22619048,2.1111112,1.9,0,0,5,5,5,.039999999,.3125,.25,2,2,2,.023809524,.22222222,.2,0,0,1,1,1,.0080000004,.0625,.050000001,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,1,2,2,2,1,1,1,1,8,8,10,10,15,15,0,0,0,0,10,50,0,6,0,0,0,200,35,0,200,200,25,0,0,20,1,0,3,0,2,0,0,0,0,0,203.76118,5.3169484,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,3,99,0,0,,,1.5,1.5,,,,,2,,,,0,1.13623,5,0,13,1,1,0,0,0,0,1,0,0
10,728.5,Pobre,3.16,125,84,5,8,.064000003,7,.083333336,5,.039999999,4,.047619049,1,1,1,0,1,0,35,35,35,.28,2.1875,1.75,19,19,19,.22619048,2.1111112,1.9,0,0,5,5,5,.039999999,.3125,.25,2,2,2,.023809524,.22222222,.2,0,0,1,1,1,.0080000004,.0625,.050000001,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,1,1,1,1,1,1,10,10,11,11,15,17,0,40,0,0,10,120,0,0,200,0,200,200,150,200,45,0,20,100,30,110,1,0,0,0,3,0,0,2,0,0,295.42923,5.6884294,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,3,99,0,0,,,1.5,1.5,,,,,2,,,,0,1.13623,5,0,14,1,1,0,0,0,0,1,0,0
9,838.75,No Pobre,1.32,125,84,1,8,.064000003,7,.083333336,5,.039999999,4,.047619049,1,1,1,0,1,1,35,35,35,.28,2.1875,1.75,19,19,19,.22619048,2.1111112,1.9,0,0,5,5,5,.039999999,.3125,.25,2,2,2,.023809524,.22222222,.2,0,0,1,1,1,.0080000004,.0625,.050000001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,2,1,1,1,1,8,8,12,12,16,16,0,20,0,0,15,40,0,0,0,0,0,0,200,0,0,0,0,0,100,50,2,0,0,3,1,0,0,0,0,0,238.41219,5.4740009,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,3,99,0,0,,,1.5,1.5,,,,,2,,,,0,1.13623,5,1,12,1,1,0,0,0,0,1,0,0
5,706,Pobre,1.91,202,109,3,7,.034653466,4,.036697246,3,.014851485,2,.018348623,1,1,1,1,1,1,40,40,40,.1980198,2.1052632,2.1052632,19,19,19,.17431192,2.375,1.9,0,1,7,7,7,.034653466,.36842105,.36842105,1,1,1,.0091743115,.125,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,3,0,,1,1,1,2,2,2,1,1,1,1,14,13,10,12,16,16,0,10,0,0,9,60,20,0,0,0,0,0,0,0,0,0,0,0,84,0,1,0,3,0,0,0,0,2,0,0,161.27536,5.0831132,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,1,0,1,0,0,1,1,0,1,9,3,0,0,,,.5,.5,,,,,,,.5,.5,0,.65887,5,1,13,1,1,0,1,1,1,0,0,0
3,729,Pobre,1.9,130,63,1,8,.061538462,4,.063492067,7,.053846154,4,.063492067,1,1,1,1,1,1,41,41,41,.31538463,2.05,4.0999999,12,12,12,.19047619,3,4,0,0,5,5,5,.03846154,.25,.5,0,0,0,0,0,0,0,0,1,1,1,.0076923077,.050000001,.1,0,0,0,0,0,0,0,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.53571,4.8165302,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,9,99,99,0,0,,,1,1,,,,,,,1,1,1,1.01778,5,0,12,1,,1,0,,,1,0,1
13,721,Pobre,4.3,493,155,8,23,.046653144,7,.045161292,7,.014198783,2,.012903226,1,1,1,1,1,1,151,151,151,.30628803,2.4354839,2.4354839,28,28,28,.18064517,4,1.3333334,0,0,20,20,20,.040567953,.32258064,.32258064,1,1,1,.0064516128,.14285715,.047619049,0,0,1,1,1,.0020283975,.016129032,.016129032,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,1,1,14,14,7,7,18,18,0,0,0,0,0,30,480,0,0,0,0,0,95,0,0,95,0,0,50,110,0,0,0,0,0,0,0,0,0,1,22.738096,3.1240418,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,5,5,1,1,0,0,1,1,0,1,99,99,1,40,.33333299,.25,,.25,,,,,,.33333299,.25,.25,0,-.1306,4,0,14,1,1,0,0,0,0,1,0,0
12,578,Pobre,4.21,336,235,5,8,.023809524,7,.029787235,5,.014880952,4,.017021276,1,1,0,1,0,1,96,96,96,.2857143,2.8235295,3.3103449,63,63,63,.26808509,3.1500001,3,0,0,29,29,29,.086309522,.85294116,1,15,15,15,.063829787,.75,.71428573,0,0,9,9,9,.026785715,.2647059,.31034482,3,3,3,.012765957,.15000001,.14285715,1,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.20059,5.0638638,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,0,1,1,0,1,99,99,0,0,,,.80000001,.80000001,,,,,,,,,1,.53715,5,0,15,1,,1,1,1,1,0,0,0
9,531,Pobre,4.71,241,174,6,9,.0373444,7,.040229887,9,.0373444,7,.040229887,1,1,1,1,1,1,74,74,74,.30705395,3.0833333,2.4666667,55,55,55,.31609195,3.0555556,2.75,0,0,26,26,26,.10788382,1.0833334,.86666667,17,17,17,.097701147,.94444442,.85000002,0,0,5,5,5,.020746889,.20833333,.16666667,2,2,2,.011494253,.11111111,.1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,2,1,1,1,1,8,8,10,10,15,15,0,20,0,0,12,50,80,0,0,0,30,50,60,70,80,85,15,100,50,100,2,0,3,0,0,0,0,0,0,1,83.153091,4.4206834,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,99,99,0,0,1.5,1.5,.5,.5,,,,,,.5,1.5,.5,1,.84674,5,0,13,1,1,0,1,0,0,0,0,0
4,713,Pobre,2.79,241,174,2,9,.0373444,7,.040229887,9,.0373444,7,.040229887,1,1,1,1,1,1,74,74,74,.30705395,3.0833333,2.4666667,55,55,55,.31609195,3.0555556,2.75,0,0,26,26,26,.10788382,1.0833334,.86666667,17,17,17,.097701147,.94444442,.85000002,0,0,5,5,5,.020746889,.20833333,.16666667,2,2,2,.011494253,.11111111,.1,0,1,1,0,1,1,0,0,,,,,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,7,7,10,10,15,15,0,0,0,40,40,80,0,0,0,0,0,200,60,80,0,250,20,40,30,25,1,0,3,0,0,0,0,2,0,0,202.31381,5.3098202,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,99,99,0,0,1.5,1.5,.5,.5,,,,,,.5,1.5,.5,1,.84674,5,0,12,1,1,0,1,1,1,0,0,0
