hhsize97,yycali,pobre,mpcalif,vilcount,vilcountpoor,numunder15,rightagetotal,rightageshare,rightagepoortotal,rightagepoorshare,rightageattend97total,rightageattend97share,rightageattend97poortotal,rightageattend97poorshare,fatherathome,motherathome,fatherlit,motherlit,fatherschool,motherschool,minprimtotal,minprimtotal15to20,minprimtotal21to30,minprimshare,minprimshare15to20,minprimshare21to30,minprimtotalpoor,minprimtotal15to20poor,minprimtotal21to30poor,minprimsharepoor,minprimshare15to20poor,minprimshare21to30poor,fatherminprim,motherminprim,minsectotal,minsectotal15to20,minsectotal21to30,minsecshare,minsecshare15to20,minsecshare21to30,minsectotalpoor,minsectotal15to20poor,minsectotal21to30poor,minsecsharepoor,minsecshare15to20poor,minsecshare21to30poor,fatherminsec,motherminsec,minhightotal,minhightotal15to20,minhightotal21to30,minhighshare,minhighshare15to20,minhighshare21to30,minhightotalpoor,minhightotal15to20poor,minhightotal21to30poor,minhighsharepoor,minhighshare15to20poor,minhighshare21to30poor,verypoor,poor,notrich,goodatschool,cansec,canfurther,canhigh,canuni,desgirlsec,desgirlfurther,desgirlhigh,desgirluni,desboysec,desboyfurther,desboyhigh,desboyuni,breakfast,whynobreakfast,talkwithteacher,whytalkwithteacher,guardian,schoolwork,problemdiscipline,problemteachers,problemcommunication,problemteachattendance,teacherprepared,teacherfulfilled,teacherpunctual,teacherpatient,helpsibgirl,helpsibboy,helpworkgirl,helpworkboy,earnmongirl,earnmonboy,weekexp1,weekexp2,weekexp3,weekexp4,weekexp5,monthexp1,monthexp2,monthexp3,sixmonthexp1,sixmonthexp2,sixmonthexp3,sixmonthexp4,sixmonthexp5,sixmonthexp6,sixmonthexp7,sixmonthexp8,sixmonthexp9,sixmonthexp10,sixmonthexp11,sixmonthexp12,spendmoreon1,spendmoreon2,spendmoreon3,spendmoreon4,spendmoreon5,spendmoreon6,spendmoreon7,spendmoreon11,spendmoreon12,spendmoreon14,pcexp,lnpcexp,delegate,subdelegate,commissioner,commissary,devcommittee,healthcommittee,educommittee,agricommittee,DICONSA,prodcoop,church,politorga,parentassoc,commassembly,NGO,commwork,watersource,trash,allelectric,partselectric,partsewers,phone,numberpreschools,numberprimschools,numbertelesecondaria,primeactivity,secondactivity,thirdactivity,childlabor,avchildwage,ttprivsec,ttpubsec,tttelesec,ttclosestsec,ttCONALEP,ttCETA,ttCETIS,ttCEBTA,ttCEBTIS,ttprivhigh,ttpubhigh,ttclosesthigh,indloc,indice,grado,female,age97,attend97,attend98,treatment,highschool,highschool03,highschool03fin,moneyreason,otherreason,missing03
7,618,Pobre,3.32,514,441,4,11,.021400778,10,.022675738,5,.0097276261,4,.0090702949,1,1,1,1,1,1,164,164,164,.31906614,2.9818182,2.1866667,124,124,124,.28117913,3.0243902,1.9375,1,1,35,35,35,.068093382,.63636363,.46666667,17,17,17,.038548753,.41463414,.265625,1,1,5,5,5,.0097276261,.090909094,.06666667,1,1,1,.0022675737,.024390243,.015625,1,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.60831,5.2182364,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,99,99,0,0,.66666669,.5,,.5,.66666669,,,,,.66666669,,.66666669,1,.86393,5,0,12,1,,1,1,1,1,0,0,0
6,705,Pobre,2.71,663,445,2,15,.022624435,10,.02247191,15,.022624435,10,.02247191,1,1,1,1,1,1,204,204,204,.30769232,2.5185184,2.6493506,130,130,130,.29213482,2.7083333,2.9545455,0,0,65,65,65,.098039217,.80246913,.84415585,30,30,30,.067415729,.625,.68181819,0,0,6,6,6,.0090497741,.074074075,.077922076,1,1,1,.002247191,.020833334,.022727273,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,,0,,2,1,2,2,2,2,1,1,1,1,8,8,7,7,16,16,0,0,0,0,12,60,0,0,0,0,0,0,0,0,0,30,20,60,60,15,1,0,2,0,3,0,0,0,0,0,192.94612,5.2624111,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,3,99,1,15,,,.33333299,.33333299,,,,,,,,,1,.75492,5,1,14,1,1,1,1,0,0,0,0,0
7,803.5,No Pobre,2.94,663,445,5,15,.022624435,10,.02247191,15,.022624435,10,.02247191,0,1,,1,,1,204,204,204,.30769232,2.5185184,2.6493506,130,130,130,.29213482,2.7083333,2.9545455,,0,65,65,65,.098039217,.80246913,.84415585,30,30,30,.067415729,.625,.68181819,,0,6,6,6,.0090497741,.074074075,.077922076,1,1,1,.002247191,.020833334,.022727273,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,0,,2,1,2,2,2,2,1,1,1,1,7,7,9,9,15,15,0,0,0,0,13,28,0,0,0,0,0,0,0,0,40,0,0,0,100,15,1,3,2,0,0,0,0,0,0,0,46.42857,3.8379149,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,3,99,1,15,,,.33333299,.33333299,,,,,,,,,1,.75492,5,1,11,1,1,1,1,1,1,0,0,0
7,632,Pobre,2.98,663,445,3,15,.022624435,10,.02247191,15,.022624435,10,.02247191,1,1,1,1,1,1,204,204,204,.30769232,2.5185184,2.6493506,130,130,130,.29213482,2.7083333,2.9545455,1,0,65,65,65,.098039217,.80246913,.84415585,30,30,30,.067415729,.625,.68181819,0,0,6,6,6,.0090497741,.074074075,.077922076,1,1,1,.002247191,.020833334,.022727273,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,6,6,6,6,18,18,0,40,0,0,0,28,0,0,0,0,0,0,0,45,0,0,0,0,50,10,1,2,3,0,0,0,0,0,0,0,152.28688,5.0257659,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,3,99,1,15,,,.33333299,.33333299,,,,,,,,,1,.75492,5,0,12,1,1,1,1,1,1,0,0,0
4,691,Pobre,2.01,202,183,1,8,.03960396,8,.043715846,2,.0099009899,2,.010928961,1,1,1,1,1,1,60,60,60,.2970297,2.3076923,2.0689654,53,53,53,.28961748,2.3043478,2.0384614,1,1,8,8,8,.03960396,.30769232,.27586207,5,5,5,.027322404,.2173913,.1923077,0,0,1,1,1,.004950495,.03846154,.034482758,0,0,0,0,0,0,0,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,0,,2,1,1,2,2,2,1,1,1,1,8,8,12,14,20,17,0,15,0,0,0,50,0,0,50,0,0,70,15,10,0,35,10,15,200,100,1,0,3,0,0,0,0,2,0,0,331.77899,5.8044691,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,0,0,,0,0,1,0,1,99,99,0,0,.2,.2,.13333334,.13333334,.66666669,.66666669,.66666669,.66666669,.66666669,,.2,.2,0,1.04076,5,0,12,1,1,0,1,1,1,0,0,0
7,745.5,Pobre,1.89,223,129,2,6,.026905829,4,.031007752,1,.0044843052,1,.007751938,1,1,1,1,1,1,78,78,78,.34977579,1.8571428,2.8888888,34,34,34,.2635659,1.5454545,2.6153846,0,0,24,24,24,.10762332,.5714286,.8888889,11,11,11,.085271321,.5,.84615386,0,0,1,1,1,.0044843052,.023809524,.037037037,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,1,1,1,1,1,1,1,15,17,15,12,18,19,120,20,0,0,0,60,50,0,0,0,740,150,120,350,300,700,135,0,150,70,3,0,1,0,0,0,0,2,0,0,419.6171,6.0393424,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,2,1,0,1,0,1,1,1,0,1,3,99,0,0,,,.33333299,.33333299,,,,,,,,,0,-.47771,4,0,14,1,1,0,1,1,1,0,0,0
8,637.67,Pobre,2.61,351,235,3,13,.037037037,5,.021276595,9,.025641026,4,.017021276,1,1,1,1,1,1,85,85,85,.24216524,1.6666666,2.0731707,45,45,45,.19148937,1.40625,1.9565217,0,0,26,26,26,.074074075,.50980395,.63414633,13,13,13,.055319149,.40625,.56521738,0,0,4,4,4,.011396011,.078431375,.097560972,3,3,3,.012765957,.09375,.13043478,1,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,20,0,0,0,65,154,0,200,0,150,0,80,45,40,0,20,40,200,250,1,0,2,0,0,0,0,0,3,0,90.848106,4.5091891,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,2,0,1,0,1,1,1,0,1,2,99,1,15,,,1,1,,,,,,,1,1,0,.21184,5,0,14,1,0,1,1,,,0,0,1
7,599,Pobre,4.5,307,129,5,9,.029315962,5,.03875969,7,.022801302,4,.031007752,1,1,1,1,1,1,124,124,124,.40390879,2.6956522,2.3396227,42,42,42,.3255814,2.2105262,2.0999999,0,1,39,39,39,.12703583,.84782606,.73584908,12,12,12,.093023255,.63157892,.60000002,0,0,7,7,7,.022801302,.15217391,.13207547,3,3,3,.023255814,.15789473,.15000001,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,2,2,1,1,1,1,8,8,13,8,11,11,75,0,0,0,0,80,0,0,20,0,0,0,0,0,91,0,0,0,90,70,2,0,1,0,0,3,0,0,0,0,238.093,5.4726615,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,1,13,1,1,0,1,1,0,0,0,0
5,769,No Pobre,1.76,262,125,2,6,.022900764,2,.016000001,3,.011450382,1,.0080000004,1,1,1,1,1,1,75,75,75,.28625953,2.4193549,1.4705882,23,23,23,.184,2.5555556,1,1,1,21,21,21,.080152668,.67741936,.41176471,5,5,5,.039999999,.55555558,.2173913,0,0,3,3,3,.011450382,.096774191,.05882353,0,0,0,0,0,0,0,0,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.50302,6.1323195,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,6,1,1,1,0,0,1,1,0,1,99,99,0,0,,.5,.5,.5,.75,,,1,,,.5,.5,0,.34717,5,0,12,1,,1,1,1,1,0,0,0
9,714.5,Pobre,1.56,320,202,5,7,.021875,4,.01980198,4,.0125,1,.004950495,1,1,1,1,1,1,65,65,65,.203125,1.7105263,2.1666667,34,34,34,.16831683,1.3076923,2.125,0,0,18,18,18,.056249999,.47368422,.60000002,8,8,8,.03960396,.30769232,.5,0,0,1,1,1,.003125,.02631579,.033333335,1,1,1,.004950495,.03846154,.0625,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,4,1,2,1,1,1,2,2,2,1,1,1,1,6,7,7,7,17,18,0,20,0,0,15,80,0,0,100,0,150,100,70,70,100,100,80,80,100,80,1,3,2,0,0,0,0,0,0,0,99.952576,4.6046958,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,99,99,1,20,,.16666667,,.16666667,,,,.33333334,.33333334,,.41666666,.41666666,0,.06632,5,1,13,1,1,1,0,0,0,0,1,0
10,555,Pobre,4.64,1168,937,5,18,.015410959,14,.014941302,7,.0059931506,5,.0053361794,1,1,0,1,0,1,177,177,177,.1515411,1.1493506,1.2733814,124,124,124,.13233724,1.1809524,1.1588784,0,0,22,22,22,.018835617,.14285715,.15827338,12,12,12,.01280683,.11428571,.11214953,0,0,3,3,3,.0025684931,.019480519,.021582734,1,1,1,.0010672358,.0095238099,.0093457941,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,4,1,2,1,1,2,1,1,2,1,1,1,1,10,10,7,7,15,15,0,15,0,0,8,80,0,0,0,0,0,0,0,0,60,60,20,40,100,0,3,0,2,0,0,0,0,0,0,1,103.52353,4.6397991,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,3,1,1,0,1,2,2,0,1,99,99,0,0,.33333334,.33333334,.33333334,.33333334,.33333334,1.3333334,1.3333334,1.3333334,1.3333334,.33333334,.33333334,.33333334,1,1.14512,5,0,12,1,1,1,0,0,0,1,0,0
8,751,Pobre,4.19,1168,937,3,18,.015410959,14,.014941302,7,.0059931506,5,.0053361794,1,1,0,0,0,0,177,177,177,.1515411,1.1493506,1.2733814,124,124,124,.13233724,1.1809524,1.1588784,0,0,22,22,22,.018835617,.14285715,.15827338,12,12,12,.01280683,.11428571,.11214953,0,0,3,3,3,.0025684931,.019480519,.021582734,1,1,1,.0010672358,.0095238099,.0093457941,0,1,1,,0,0,0,0,1,1,1,0,1,1,1,0,0,4,1,1,1,1,1,1,1,1,1,2,2,1,8,10,11,11,18,17,0,12,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,50,10,1,0,2,0,3,0,0,0,0,0,110.7795,4.7075419,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,3,1,1,0,1,2,2,0,1,99,99,0,0,.33333334,.33333334,.33333334,.33333334,.33333334,1.3333334,1.3333334,1.3333334,1.3333334,.33333334,.33333334,.33333334,1,1.14512,5,0,14,1,,1,0,1,0,1,0,0
10,725.33,Pobre,4.96,1168,937,6,18,.015410959,14,.014941302,7,.0059931506,5,.0053361794,1,1,0,1,1,0,177,177,177,.1515411,1.1493506,1.2733814,124,124,124,.13233724,1.1809524,1.1588784,0,0,22,22,22,.018835617,.14285715,.15827338,12,12,12,.01280683,.11428571,.11214953,0,0,3,3,3,.0025684931,.019480519,.021582734,1,1,1,.0010672358,.0095238099,.0093457941,0,1,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,,2,1,8,2,1,2,1,1,8,1,9,9,12,12,16,15,0,30,0,0,20,80,0,0,130,0,0,0,0,0,90,50,30,50,80,10,1,3,2,0,0,0,0,0,0,0,101.38465,4.6189218,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,3,1,1,0,1,2,2,0,1,99,99,0,0,.33333334,.33333334,.33333334,.33333334,.33333334,1.3333334,1.3333334,1.3333334,1.3333334,.33333334,.33333334,.33333334,1,1.14512,5,0,13,1,0,1,0,0,0,0,1,0
8,674,Pobre,3.22,1168,937,5,18,.015410959,14,.014941302,7,.0059931506,5,.0053361794,1,1,0,0,0,0,177,177,177,.1515411,1.1493506,1.2733814,124,124,124,.13233724,1.1809524,1.1588784,0,0,22,22,22,.018835617,.14285715,.15827338,12,12,12,.01280683,.11428571,.11214953,0,0,3,3,3,.0025684931,.019480519,.021582734,1,1,1,.0010672358,.0095238099,.0093457941,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,2,2,8,1,1,2,1,1,1,1,8,8,8,8,18,18,0,12,15,0,15,70,0,0,0,0,150,250,300,200,50,250,0,25,60,20,1,0,2,3,0,0,0,0,0,0,81.797424,4.4042459,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,3,1,1,0,1,2,2,0,1,99,99,0,0,.33333334,.33333334,.33333334,.33333334,.33333334,1.3333334,1.3333334,1.3333334,1.3333334,.33333334,.33333334,.33333334,1,1.14512,5,0,13,1,,1,0,,,0,1,1
8,880,No Pobre,1.75,339,103,3,23,.067846611,11,.10679612,14,.041297935,8,.077669904,1,1,1,1,1,1,120,120,120,.3539823,2.2641509,4.8000002,33,33,33,.32038835,4.125,4.7142859,0,0,23,23,23,.067846611,.43396226,.92000002,2,2,2,.019417476,.25,.2857143,0,0,1,1,1,.0029498525,.018867925,.039999999,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,14,15,14,14,20,20,0,23,0,0,18,100,10,0,55,0,120,80,0,70,80,80,50,170,120,120,1,0,2,0,0,0,0,0,3,0,85.603043,4.4497209,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,99,99,1,15,,.33333334,.33333334,.33333334,1,,,.33333334,,,2,2,1,.35461,5,1,14,1,1,1,1,,,0,0,1
9,843,No Pobre,3.37,339,103,6,23,.067846611,11,.10679612,14,.041297935,8,.077669904,1,1,1,0,1,0,120,120,120,.3539823,2.2641509,4.8000002,33,33,33,.32038835,4.125,4.7142859,0,0,23,23,23,.067846611,.43396226,.92000002,2,2,2,.019417476,.25,.2857143,0,0,1,1,1,.0029498525,.018867925,.039999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,,0,,1,1,2,2,2,2,1,1,1,1,8,8,10,10,16,15,0,30,0,0,20,80,15,0,500,0,0,240,0,0,30,20,0,0,40,20,2,0,3,0,0,0,1,0,0,0,117.07259,4.762794,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,99,99,1,15,,.33333334,.33333334,.33333334,1,,,.33333334,,,2,2,1,.35461,5,0,13,1,0,1,0,0,0,0,1,0
8,613,Pobre,4.04,263,212,6,11,.041825093,10,.047169812,11,.041825093,10,.047169812,1,1,1,1,1,1,85,85,85,.32319391,2.9310346,4.4736843,71,71,71,.33490565,2.8399999,4.4375,1,1,32,32,32,.121673,1.1034483,1.6842105,23,23,23,.10849056,.92000002,1.4375,1,0,1,1,1,.0038022813,.034482758,.052631579,1,1,1,.0047169812,.039999999,.0625,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,,0,,1,1,2,2,2,2,1,1,1,1,10,10,13,13,16,17,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,25,10,1,0,3,0,0,0,0,0,2,0,93.38121,4.5366902,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,99,99,1,20,,,1,1,,,,,,,1,1,0,.14915,5,0,12,1,1,1,1,0,0,0,0,0
4,716,Pobre,2.87,263,212,2,11,.041825093,10,.047169812,11,.041825093,10,.047169812,1,1,1,1,1,1,85,85,85,.32319391,2.9310346,4.4736843,71,71,71,.33490565,2.8399999,4.4375,0,0,32,32,32,.121673,1.1034483,1.6842105,23,23,23,.10849056,.92000002,1.4375,0,0,1,1,1,.0038022813,.034482758,.052631579,1,1,1,.0047169812,.039999999,.0625,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,6,10,6,6,15,15,0,14,0,0,5,30,0,0,0,0,40,0,0,0,50,0,0,0,30,40,2,0,0,0,1,0,0,0,3,0,112.70199,4.7247472,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,99,99,1,20,,,1,1,,,,,,,1,1,0,.14915,5,1,13,1,1,1,0,0,0,1,0,0
7,587,Pobre,5.04,263,212,5,11,.041825093,10,.047169812,11,.041825093,10,.047169812,0,1,,0,,0,85,85,85,.32319391,2.9310346,4.4736843,71,71,71,.33490565,2.8399999,4.4375,,0,32,32,32,.121673,1.1034483,1.6842105,23,23,23,.10849056,.92000002,1.4375,,0,1,1,1,.0038022813,.034482758,.052631579,1,1,1,.0047169812,.039999999,.0625,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,10,10,10,15,14,0,0,0,0,0,200,250,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,0,3,0,0,49.285713,3.8976343,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,99,99,1,20,,,1,1,,,,,,,1,1,0,.14915,5,0,12,1,1,1,0,0,0,1,0,0
10,682,Pobre,3.83,263,212,6,11,.041825093,10,.047169812,11,.041825093,10,.047169812,1,1,1,0,1,0,85,85,85,.32319391,2.9310346,4.4736843,71,71,71,.33490565,2.8399999,4.4375,0,0,32,32,32,.121673,1.1034483,1.6842105,23,23,23,.10849056,.92000002,1.4375,0,0,1,1,1,.0038022813,.034482758,.052631579,1,1,1,.0047169812,.039999999,.0625,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,6,6,6,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,1,0,2,0,0,0,0,3,0,0,176.83258,5.1752033,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,99,99,1,20,,,1,1,,,,,,,1,1,0,.14915,5,0,12,1,1,1,0,0,0,1,0,0
8,565,Pobre,4.02,263,212,5,11,.041825093,10,.047169812,11,.041825093,10,.047169812,1,1,1,1,1,1,85,85,85,.32319391,2.9310346,4.4736843,71,71,71,.33490565,2.8399999,4.4375,0,0,32,32,32,.121673,1.1034483,1.6842105,23,23,23,.10849056,.92000002,1.4375,0,0,1,1,1,.0038022813,.034482758,.052631579,1,1,1,.0047169812,.039999999,.0625,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,10,15,15,18,18,0,20,0,0,0,50,200,6,0,50,100,100,30,50,30,40,18,0,100,50,1,0,2,0,0,0,0,3,0,0,97.780243,4.5827227,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,99,99,1,20,,,1,1,,,,,,,1,1,0,.14915,5,1,12,1,1,1,1,0,0,0,0,0
5,713,Pobre,2.79,263,212,2,11,.041825093,10,.047169812,11,.041825093,10,.047169812,1,1,1,1,1,1,85,85,85,.32319391,2.9310346,4.4736843,71,71,71,.33490565,2.8399999,4.4375,0,0,32,32,32,.121673,1.1034483,1.6842105,23,23,23,.10849056,.92000002,1.4375,0,0,1,1,1,.0038022813,.034482758,.052631579,1,1,1,.0047169812,.039999999,.0625,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,9,10,7,9,16,16,0,0,0,0,5,40,0,0,30,0,0,0,20,50,0,0,0,0,50,9999,1,0,0,0,2,0,3,0,0,0,130.0239,4.8677182,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,99,99,1,20,,,1,1,,,,,,,1,1,0,.14915,5,1,13,1,1,1,0,0,0,1,0,0
6,715,Pobre,2.88,263,212,3,11,.041825093,10,.047169812,11,.041825093,10,.047169812,1,1,1,1,1,1,85,85,85,.32319391,2.9310346,4.4736843,71,71,71,.33490565,2.8399999,4.4375,0,0,32,32,32,.121673,1.1034483,1.6842105,23,23,23,.10849056,.92000002,1.4375,0,0,1,1,1,.0038022813,.034482758,.052631579,1,1,1,.0047169812,.039999999,.0625,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,16,16,10,10,17,17,0,0,0,0,0,30,0,60,0,0,0,100,0,0,0,30,0,0,20,20,1,0,2,0,0,0,0,3,0,0,146.73904,4.9886556,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,99,99,1,20,,,1,1,,,,,,,1,1,0,.14915,5,0,13,1,1,1,0,0,0,1,0,0
6,709,Pobre,2.73,106,75,4,3,.028301887,3,.039999999,2,.018867925,2,.026666667,1,1,1,1,1,1,32,32,32,.3018868,5.3333335,1.7777778,21,21,21,.28,5.25,1.9090909,1,0,3,3,3,.028301887,.5,.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,1,1,8,8,9,9,14,14,0,0,0,0,10,200,0,0,0,0,200,200,100,200,150,200,100,200,100,100,1,0,3,0,2,0,0,0,0,0,179.99373,5.1929221,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,2,0,0,0,0,1,1,0,1,99,99,0,0,,,.5,.5,,,4,,,,1.2333333,1.2333333,0,.52443,5,0,12,1,1,1,0,0,0,1,0,0
2,771,No Pobre,2.01,106,75,1,3,.028301887,3,.039999999,2,.018867925,2,.026666667,0,1,,0,,0,32,32,32,.3018868,5.3333335,1.7777778,21,21,21,.28,5.25,1.9090909,,0,3,3,3,.028301887,.5,.16666667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,1,2,2,2,2,1,1,1,1,10,10,13,13,20,20,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,303.86337,5.716578,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,2,0,0,0,0,1,1,0,1,99,99,0,0,,,.5,.5,,,4,,,,1.2333333,1.2333333,0,.52443,5,1,13,1,1,1,0,0,0,1,0,0
10,866,No Pobre,1.73,459,291,3,10,.021786492,8,.027491409,9,.019607844,7,.024054984,1,1,1,1,1,1,180,180,180,.39215687,2.2222223,2.6086957,102,102,102,.35051546,2.2173913,2.8333333,0,0,85,85,85,.18518518,1.0493827,1.231884,38,38,38,.1305842,.82608694,1.0555556,0,0,1,1,1,.0021786492,.012345679,.014492754,1,1,1,.0034364262,.021739131,.027777778,0,0,0,,0,0,0,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,1,2,2,2,1,1,1,1,10,10,12,13,14,15,0,0,0,0,0,45,0,0,0,0,0,0,0,0,40,0,38,50,50,50,1,0,3,0,0,0,0,0,0,0,122.23263,4.8059258,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,2,3,0,1,1,1,1,1,1,1,99,99,1,20,,,.33333299,.33333299,,,,,,,,,1,.29906,5,1,12,1,,1,1,1,1,0,0,0
6,493,Pobre,3.92,459,291,4,10,.021786492,8,.027491409,9,.019607844,7,.024054984,1,1,1,1,1,1,180,180,180,.39215687,2.2222223,2.6086957,102,102,102,.35051546,2.2173913,2.8333333,0,0,85,85,85,.18518518,1.0493827,1.231884,38,38,38,.1305842,.82608694,1.0555556,0,0,1,1,1,.0021786492,.012345679,.014492754,1,1,1,.0034364262,.021739131,.027777778,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,1,1,2,1,1,1,1,1,15,15,18,16,18,18,0,24,0,0,20,50,0,0,100,30,35,20,30,60,70,100,25,70,20,50,1,3,2,0,0,0,0,0,0,0,152.34581,5.0261531,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,2,3,0,1,1,1,1,1,1,1,99,99,1,20,,,.33333299,.33333299,,,,,,,,,1,.29906,5,0,13,1,1,1,1,0,0,0,0,0
4,888,No Pobre,.52,459,291,2,10,.021786492,8,.027491409,9,.019607844,7,.024054984,1,1,1,1,1,1,180,180,180,.39215687,2.2222223,2.6086957,102,102,102,.35051546,2.2173913,2.8333333,1,1,85,85,85,.18518518,1.0493827,1.231884,38,38,38,.1305842,.82608694,1.0555556,1,1,1,1,1,.0021786492,.012345679,.014492754,1,1,1,.0034364262,.021739131,.027777778,0,0,0,0,,,,,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,,,,7,,,0,0,0,0,10,40,0,0,0,30,0,9999,9999,9999,0,9999,9999,9999,0,60,1,2,3,0,0,0,0,0,0,0,132.62296,4.8875103,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,2,3,0,1,1,1,1,1,1,1,99,99,1,20,,,.33333299,.33333299,,,,,,,,,1,.29906,5,0,12,1,1,1,0,0,0,0,1,0
